hogar_id,tipo_inmueble,metros_cuadrados,antiguedad_vivienda,zona_fria,calidad_aislamiento,fuente_calefaccion,fuente_agua_caliente,consumo_kwh,uso_horario_pico,horas_alto_consumo,cantidad_equipos,categoria
Hogar_0833,Casa,1757,24,No,Muy Baja,Electricidad,Electricidad,972.6,Si,19,67,Ineficiente
Hogar_0834,Casa,811,20,Si,Alta,Solar,Solar,59.2,Si,22,65,Eficiente
Hogar_0835,Departamento,226,120,No,Muy Alta,Solar,Otros,157.0,No,9,97,Eficiente
Hogar_0836,Departamento,394,121,No,Muy Alta,Electricidad,Solar,106.2,Si,16,19,Eficiente
Hogar_0837,Pyme,822,132,No,Alta,Otros,Electricidad,683.7,Si,12,100,Ineficiente
Hogar_0838,Departamento,102,69,No,Media,Electricidad,Electricidad,606.4,Si,16,62,Moderado
Hogar_0839,Departamento,84,112,No,Baja,Electricidad,Solar,360.0,Si,17,98,Moderado
Hogar_0840,Departamento,456,106,No,Alta,Electricidad,Electricidad,58.4,No,12,57,Eficiente
Hogar_0841,Casa,663,111,Si,Baja,Otros,Otros,640.0,Si,16,95,Moderado
Hogar_0842,Comercio,1549,107,Si,Baja,Solar,Electricidad,570.6,No,14,88,Moderado
Hogar_0843,Casa,1962,46,Si,Alta,Solar,Electricidad,113.8,Si,11,76,Moderado
Hogar_0844,Pyme,134,90,No,Baja,Electricidad,Electricidad,909.0,Si,9,13,Ineficiente
Hogar_0845,Casa,1785,17,Si,Muy Alta,Solar,Solar,199.8,Si,12,16,Eficiente
Hogar_0846,Departamento,1033,148,Si,Alta,Electricidad,Otros,743.8,Si,10,16,Ineficiente
Hogar_0847,Casa,1327,103,Si,Alta,Otros,Solar,885.2,No,2,52,Moderado
Hogar_0848,Pyme,93,150,No,Alta,Electricidad,Otros,579.9,Si,21,84,Ineficiente
Hogar_0849,Departamento,1118,39,No,Muy Alta,Electricidad,Electricidad,247.6,No,9,41,Eficiente
Hogar_0850,Departamento,1214,137,No,Alta,Electricidad,Electricidad,309.9,Si,10,48,Moderado
Hogar_0851,Casa,1538,88,No,Media,Otros,Otros,885.9,No,5,91,Moderado
Hogar_0852,Comercio,330,60,No,Baja,Solar,Otros,299.0,No,0,39,Eficiente
Hogar_0853,Casa,1958,4,No,Muy Alta,Electricidad,Otros,746.4,No,5,13,Moderado
Hogar_0854,Pyme,699,121,No,Alta,Electricidad,Solar,990.2,Si,4,4,Moderado
Hogar_0855,Casa,390,54,No,Media,Otros,Electricidad,999.8,No,6,96,Moderado
Hogar_0856,Casa,1903,36,Si,Muy Baja,Otros,Electricidad,533.9,No,21,98,Moderado
Hogar_0857,Casa,846,55,No,Media,Solar,Otros,826.7,Si,11,43,Moderado
Hogar_0858,Departamento,1428,101,Si,Muy Baja,Electricidad,Electricidad,990.3,Si,11,81,Ineficiente
Hogar_0859,Departamento,368,92,No,Muy Alta,Electricidad,Electricidad,375.3,Si,6,88,Moderado
Hogar_0860,Casa,972,72,No,Muy Alta,Otros,Solar,253.2,Si,1,93,Eficiente
Hogar_0861,Comercio,924,58,Si,Baja,Electricidad,Electricidad,115.1,Si,0,46,Moderado
Hogar_0862,Departamento,1603,1,Si,Media,Electricidad,Otros,141.8,Si,22,92,Moderado
Hogar_0863,Departamento,1403,103,No,Muy Baja,Solar,Electricidad,853.7,No,24,47,Moderado
Hogar_0864,Departamento,1465,50,Si,Alta,Otros,Solar,589.1,Si,17,86,Moderado
Hogar_0865,Departamento,1158,29,No,Baja,Electricidad,Solar,873.8,No,11,92,Moderado
Hogar_0866,Departamento,1612,10,No,Media,Solar,Solar,789.7,Si,6,53,Moderado
Hogar_0867,Casa,787,107,No,Media,Otros,Solar,674.1,No,18,25,Moderado
Hogar_0868,Casa,1546,75,No,Baja,Electricidad,Electricidad,609.7,Si,21,41,Ineficiente
Hogar_0869,Pyme,366,89,No,Media,Electricidad,Solar,49.3,No,2,3,Eficiente
Hogar_0870,Pyme,967,122,No,Muy Baja,Otros,Solar,872.4,Si,9,77,Ineficiente
Hogar_0871,Departamento,408,124,No,Media,Otros,Solar,418.4,Si,10,95,Moderado
Hogar_0872,Casa,1029,121,No,Muy Baja,Otros,Electricidad,560.2,No,4,13,Moderado
Hogar_0873,Departamento,1582,93,No,Media,Solar,Electricidad,22.9,Si,1,18,Eficiente
Hogar_0874,Departamento,325,102,No,Muy Alta,Electricidad,Electricidad,936.1,Si,7,37,Moderado
Hogar_0875,Casa,164,30,Si,Alta,Otros,Solar,902.8,Si,13,43,Moderado
Hogar_0876,Casa,384,51,No,Muy Alta,Electricidad,Electricidad,543.7,No,7,34,Eficiente
Hogar_0877,Comercio,861,88,No,Muy Alta,Otros,Otros,577.7,Si,22,81,Moderado
Hogar_0878,Comercio,1548,75,Si,Muy Baja,Otros,Solar,705.3,No,5,55,Moderado
Hogar_0879,Casa,1434,128,Si,Baja,Solar,Solar,265.4,Si,0,52,Eficiente
Hogar_0880,Casa,1653,21,No,Media,Otros,Otros,222.7,Si,23,85,Moderado
Hogar_0881,Casa,1329,39,Si,Muy Alta,Solar,Electricidad,674.3,No,0,36,Moderado
Hogar_0882,Comercio,1686,100,Si,Muy Alta,Electricidad,Otros,105.3,Si,7,54,Moderado
Hogar_0883,Casa,508,110,No,Muy Baja,Solar,Solar,454.6,No,10,59,Eficiente
Hogar_0884,Casa,934,128,No,Media,Electricidad,Otros,493.3,Si,17,52,Moderado
Hogar_0885,Comercio,1160,64,Si,Baja,Solar,Otros,382.0,Si,23,19,Moderado
Hogar_0886,Casa,891,148,No,Alta,Electricidad,Electricidad,186.1,Si,9,12,Moderado
Hogar_0887,Comercio,164,78,No,Media,Electricidad,Electricidad,356.0,Si,11,92,Ineficiente
Hogar_0888,Casa,1021,21,No,Muy Baja,Otros,Solar,338.2,No,19,11,Eficiente
Hogar_0889,Casa,460,98,Si,Media,Otros,Solar,499.8,No,22,48,Moderado
Hogar_0890,Casa,534,7,No,Media,Electricidad,Electricidad,675.0,Si,15,92,Ineficiente
Hogar_0891,Comercio,298,16,No,Alta,Solar,Electricidad,968.3,Si,4,99,Moderado
Hogar_0892,Pyme,1148,16,No,Muy Baja,Solar,Electricidad,145.0,Si,15,79,Moderado
Hogar_0893,Comercio,1813,89,No,Muy Alta,Otros,Solar,873.1,No,23,16,Moderado
Hogar_0894,Departamento,1899,140,No,Media,Solar,Otros,284.9,No,11,71,Eficiente
Hogar_0895,Comercio,129,144,Si,Alta,Solar,Solar,591.8,Si,5,47,Moderado
Hogar_0896,Casa,1263,80,No,Alta,Otros,Electricidad,547.2,Si,4,67,Moderado
Hogar_0897,Casa,1810,77,Si,Baja,Electricidad,Electricidad,557.4,Si,0,31,Moderado
Hogar_0898,Pyme,1713,5,No,Muy Baja,Otros,Electricidad,723.6,No,18,76,Ineficiente
Hogar_0899,Casa,787,109,No,Alta,Otros,Solar,382.3,No,9,8,Eficiente
Hogar_0900,Casa,812,13,Si,Baja,Otros,Otros,319.8,Si,24,89,Moderado
Hogar_0901,Casa,190,71,No,Alta,Electricidad,Electricidad,853.0,Si,13,61,Moderado
Hogar_0902,Casa,1024,142,Si,Alta,Electricidad,Solar,220.9,Si,24,44,Moderado
Hogar_0903,Casa,1902,53,Si,Alta,Otros,Otros,181.1,Si,20,50,Moderado
Hogar_0904,Departamento,545,26,No,Baja,Electricidad,Otros,16.6,No,2,35,Eficiente
Hogar_0905,Departamento,1333,12,Si,Baja,Solar,Electricidad,211.4,Si,5,76,Moderado
Hogar_0906,Pyme,542,59,No,Media,Electricidad,Electricidad,519.0,No,4,61,Moderado
Hogar_0907,Comercio,682,5,Si,Muy Baja,Electricidad,Electricidad,539.0,Si,16,85,Ineficiente
Hogar_0908,Casa,638,57,No,Alta,Electricidad,Solar,255.2,Si,17,90,Moderado
Hogar_0909,Casa,189,48,No,Alta,Solar,Otros,73.2,No,11,55,Eficiente
Hogar_0910,Departamento,1935,150,No,Media,Electricidad,Electricidad,744.9,Si,4,66,Ineficiente
Hogar_0911,Departamento,1708,25,No,Alta,Solar,Electricidad,758.2,No,8,14,Moderado
Hogar_0912,Casa,89,46,No,Baja,Solar,Otros,997.8,Si,11,4,Moderado
Hogar_0913,Departamento,1140,4,Si,Baja,Solar,Solar,900.1,Si,19,17,Moderado
Hogar_0914,Departamento,1166,19,Si,Muy Alta,Solar,Otros,926.1,No,8,69,Moderado
Hogar_0915,Departamento,1915,133,No,Muy Alta,Electricidad,Electricidad,798.4,Si,2,24,Moderado
Hogar_0916,Departamento,292,58,Si,Media,Electricidad,Electricidad,615.9,Si,0,49,Moderado
Hogar_0917,Casa,1871,145,No,Muy Alta,Electricidad,Electricidad,129.4,No,21,55,Moderado
Hogar_0918,Pyme,1734,131,Si,Media,Solar,Electricidad,622.7,Si,14,71,Ineficiente
Hogar_0919,Comercio,1608,16,No,Baja,Solar,Solar,56.9,Si,9,23,Eficiente
Hogar_0920,Casa,1189,13,No,Baja,Solar,Electricidad,885.4,No,13,81,Moderado
Hogar_0921,Pyme,271,12,Si,Muy Alta,Electricidad,Electricidad,482.3,Si,6,12,Moderado
Hogar_0922,Departamento,1710,134,No,Baja,Solar,Otros,697.8,Si,3,11,Moderado
Hogar_0923,Pyme,1807,127,Si,Media,Electricidad,Electricidad,53.2,Si,4,75,Ineficiente
Hogar_0924,Comercio,420,43,No,Media,Otros,Solar,534.7,Si,19,98,Moderado
Hogar_0925,Departamento,1536,118,Si,Alta,Electricidad,Electricidad,302.0,No,15,29,Moderado
Hogar_0926,Casa,501,142,No,Media,Otros,Otros,285.7,Si,2,62,Eficiente
Hogar_0927,Casa,1566,18,No,Baja,Solar,Electricidad,390.3,Si,16,53,Moderado
Hogar_0928,Departamento,1002,62,Si,Baja,Electricidad,Solar,1.6,Si,12,48,Moderado
Hogar_0929,Departamento,1233,80,Si,Media,Electricidad,Electricidad,467.2,Si,5,100,Ineficiente
Hogar_0930,Casa,1069,146,No,Alta,Electricidad,Electricidad,487.1,No,4,91,Moderado
Hogar_0931,Casa,1986,147,Si,Media,Electricidad,Solar,863.3,Si,15,86,Ineficiente
Hogar_0932,Comercio,583,99,No,Alta,Electricidad,Electricidad,449.1,No,10,66,Moderado
Hogar_0933,Pyme,1043,121,No,Baja,Solar,Electricidad,364.2,Si,16,100,Ineficiente
Hogar_0934,Departamento,1573,43,Si,Muy Alta,Electricidad,Otros,994.8,No,4,48,Moderado
Hogar_0935,Casa,1631,103,No,Media,Solar,Otros,571.6,Si,5,94,Moderado
Hogar_0936,Casa,1578,60,No,Baja,Electricidad,Electricidad,473.1,Si,9,59,Moderado
Hogar_0937,Casa,908,124,No,Media,Otros,Electricidad,496.4,No,20,71,Moderado
Hogar_0938,Pyme,172,144,No,Alta,Solar,Electricidad,809.4,Si,0,57,Moderado
Hogar_0939,Casa,691,70,Si,Muy Alta,Electricidad,Electricidad,341.3,Si,20,76,Moderado
Hogar_0940,Departamento,1353,106,Si,Baja,Electricidad,Otros,389.8,Si,9,3,Moderado
Hogar_0941,Casa,645,49,No,Alta,Electricidad,Solar,756.1,Si,16,81,Moderado
Hogar_0942,Departamento,1797,64,No,Muy Baja,Electricidad,Solar,73.9,No,2,32,Eficiente
Hogar_0943,Comercio,845,98,Si,Muy Baja,Solar,Otros,865.3,Si,1,8,Ineficiente
Hogar_0944,Comercio,889,31,No,Media,Solar,Solar,430.8,No,16,87,Eficiente
Hogar_0945,Casa,607,140,No,Media,Otros,Solar,581.7,Si,3,30,Eficiente
Hogar_0946,Casa,1048,57,Si,Alta,Solar,Electricidad,757.7,No,1,15,Moderado
Hogar_0947,Casa,720,127,No,Baja,Otros,Electricidad,266.8,Si,4,74,Moderado
Hogar_0948,Pyme,1811,141,Si,Muy Baja,Otros,Solar,890.4,No,9,55,Ineficiente
Hogar_0949,Pyme,1277,111,No,Media,Otros,Electricidad,979.2,Si,0,38,Ineficiente
Hogar_0950,Departamento,1151,67,Si,Muy Baja,Solar,Electricidad,494.8,Si,0,15,Moderado
Hogar_0951,Departamento,1636,39,No,Muy Baja,Electricidad,Electricidad,937.0,No,3,30,Moderado
Hogar_0952,Comercio,1466,143,Si,Baja,Electricidad,Electricidad,2.1,Si,6,46,Moderado
Hogar_0953,Casa,1265,131,No,Media,Solar,Solar,894.3,Si,13,64,Moderado
Hogar_0954,Pyme,432,89,No,Baja,Electricidad,Solar,311.7,No,13,26,Eficiente
Hogar_0955,Departamento,424,27,Si,Media,Electricidad,Electricidad,312.2,Si,17,78,Moderado
Hogar_0956,Departamento,1972,95,No,Muy Baja,Solar,Electricidad,228.9,Si,1,67,Moderado
Hogar_0957,Departamento,740,30,No,Baja,Electricidad,Solar,317.7,Si,0,36,Moderado
Hogar_0958,Casa,729,2,Si,Media,Solar,Electricidad,214.3,No,20,90,Moderado
Hogar_0959,Casa,786,135,No,Baja,Electricidad,Solar,906.0,Si,21,78,Ineficiente
Hogar_0960,Comercio,524,23,Si,Media,Solar,Solar,899.1,No,15,31,Moderado
Hogar_0961,Casa,1803,14,No,Muy Baja,Solar,Electricidad,103.1,No,21,78,Moderado
Hogar_0962,Departamento,1514,44,No,Media,Electricidad,Solar,143.7,No,17,40,Eficiente
Hogar_0963,Casa,1740,7,No,Baja,Solar,Solar,862.2,Si,15,74,Moderado
Hogar_0964,Departamento,1998,70,Si,Muy Baja,Solar,Electricidad,399.5,No,22,73,Moderado
Hogar_0965,Casa,999,107,No,Media,Electricidad,Electricidad,170.1,Si,21,46,Moderado
Hogar_0966,Departamento,1780,114,No,Muy Alta,Electricidad,Otros,511.2,No,23,42,Moderado
Hogar_0967,Comercio,107,102,No,Muy Baja,Electricidad,Electricidad,417.3,Si,5,18,Moderado
Hogar_0968,Casa,629,124,No,Media,Solar,Otros,219.9,No,24,100,Eficiente
Hogar_0969,Departamento,1996,56,No,Alta,Solar,Solar,721.0,Si,9,36,Moderado
Hogar_0970,Departamento,1736,29,Si,Media,Electricidad,Electricidad,631.7,Si,1,76,Ineficiente
Hogar_0971,Comercio,1800,145,Si,Alta,Solar,Electricidad,100.6,Si,6,50,Moderado
Hogar_0972,Pyme,797,113,Si,Baja,Electricidad,Solar,925.5,Si,20,61,Ineficiente
Hogar_0973,Comercio,928,116,Si,Muy Alta,Otros,Electricidad,558.9,Si,16,40,Moderado
Hogar_0974,Casa,390,59,Si,Media,Electricidad,Solar,251.0,Si,2,3,Eficiente
Hogar_0975,Casa,188,97,Si,Baja,Otros,Otros,207.1,Si,19,82,Moderado
Hogar_0976,Casa,1097,125,Si,Alta,Electricidad,Otros,136.8,No,11,7,Eficiente
Hogar_0977,Departamento,536,150,Si,Media,Solar,Electricidad,425.2,Si,1,31,Moderado
Hogar_0978,Casa,1378,93,Si,Media,Solar,Otros,136.4,Si,6,65,Moderado
Hogar_0979,Departamento,1889,133,Si,Alta,Solar,Otros,416.4,No,16,95,Moderado
Hogar_0980,Departamento,141,121,Si,Media,Electricidad,Otros,149.6,No,18,64,Moderado
Hogar_0981,Casa,966,107,No,Baja,Solar,Solar,657.2,Si,11,77,Moderado
Hogar_0982,Comercio,1898,3,No,Media,Electricidad,Solar,785.5,Si,8,93,Ineficiente
Hogar_0983,Casa,362,92,Si,Baja,Solar,Solar,550.0,Si,13,3,Moderado
Hogar_0984,Casa,906,150,No,Alta,Solar,Electricidad,680.4,No,1,93,Moderado
Hogar_0985,Comercio,762,5,Si,Muy Alta,Otros,Otros,938.4,No,20,35,Moderado
Hogar_0986,Departamento,1913,31,Si,Media,Solar,Electricidad,638.7,No,3,15,Moderado
Hogar_0987,Comercio,865,105,Si,Media,Electricidad,Electricidad,364.8,Si,18,21,Ineficiente
Hogar_0988,Departamento,172,145,No,Muy Baja,Solar,Otros,450.0,No,20,62,Moderado
Hogar_0989,Casa,1624,14,No,Muy Baja,Solar,Electricidad,860.7,Si,15,83,Ineficiente
Hogar_0990,Comercio,1855,121,Si,Muy Alta,Otros,Otros,131.6,Si,21,28,Moderado
Hogar_0991,Comercio,1372,95,Si,Baja,Otros,Solar,326.4,Si,16,4,Moderado
Hogar_0992,Comercio,468,5,No,Media,Solar,Electricidad,577.7,Si,1,13,Moderado
Hogar_0993,Casa,862,111,Si,Alta,Electricidad,Electricidad,676.7,No,16,79,Ineficiente
Hogar_0994,Departamento,1062,119,Si,Muy Alta,Solar,Solar,763.7,No,18,51,Moderado
Hogar_0995,Departamento,968,122,No,Media,Solar,Solar,318.9,No,7,48,Eficiente
Hogar_0996,Casa,1543,66,No,Media,Otros,Otros,146.7,Si,23,39,Moderado
Hogar_0997,Pyme,1750,105,No,Media,Electricidad,Otros,954.9,No,19,96,Ineficiente
Hogar_0998,Casa,312,138,No,Muy Alta,Electricidad,Electricidad,77.3,No,5,67,Eficiente
Hogar_0999,Pyme,745,42,Si,Media,Electricidad,Electricidad,96.7,Si,11,94,Moderado
Hogar_1000,Departamento,1163,144,Si,Media,Solar,Otros,495.4,No,24,58,Moderado
Hogar_1001,Casa,505,95,No,Muy Baja,Otros,Solar,819.5,No,22,84,Moderado
Hogar_1002,Departamento,47,131,Si,Muy Baja,Electricidad,Electricidad,774.7,Si,17,2,Ineficiente
Hogar_1003,Pyme,1398,80,No,Media,Solar,Otros,937.8,No,1,25,Moderado
Hogar_1004,Comercio,1775,40,No,Muy Alta,Solar,Otros,142.5,No,18,11,Eficiente
Hogar_1005,Comercio,708,132,No,Alta,Solar,Solar,376.4,No,23,1,Eficiente
Hogar_1006,Comercio,1884,34,Si,Muy Alta,Electricidad,Electricidad,282.9,No,9,48,Moderado
Hogar_1007,Comercio,1615,21,No,Media,Otros,Solar,861.0,Si,24,48,Moderado
Hogar_1008,Comercio,931,149,No,Alta,Electricidad,Solar,488.9,No,2,10,Eficiente
Hogar_1009,Casa,1859,111,No,Alta,Solar,Otros,27.8,No,24,81,Eficiente
Hogar_1010,Departamento,345,10,Si,Media,Electricidad,Otros,708.3,Si,11,30,Moderado
Hogar_1011,Casa,151,2,Si,Baja,Solar,Solar,389.3,Si,15,35,Moderado
Hogar_1012,Pyme,302,136,Si,Media,Otros,Solar,531.6,No,11,19,Moderado
Hogar_1013,Pyme,1253,59,Si,Alta,Electricidad,Otros,893.9,Si,7,53,Ineficiente
Hogar_1014,Casa,219,75,Si,Baja,Electricidad,Electricidad,257.5,No,4,34,Eficiente
Hogar_1015,Comercio,1730,86,No,Muy Alta,Solar,Electricidad,241.0,No,10,32,Eficiente
Hogar_1016,Pyme,1713,13,No,Baja,Solar,Otros,263.9,Si,9,76,Moderado
Hogar_1017,Casa,1596,17,Si,Alta,Solar,Electricidad,338.8,Si,2,81,Moderado
Hogar_1018,Departamento,721,112,No,Media,Electricidad,Electricidad,108.2,Si,22,6,Moderado
Hogar_1019,Pyme,1335,72,Si,Alta,Electricidad,Electricidad,697.5,Si,8,13,Ineficiente
Hogar_1020,Casa,82,22,No,Media,Electricidad,Electricidad,208.2,No,11,86,Eficiente
Hogar_1021,Comercio,1783,82,No,Muy Alta,Electricidad,Electricidad,926.2,Si,5,75,Ineficiente
Hogar_1022,Casa,1352,124,No,Media,Otros,Electricidad,216.5,Si,18,64,Moderado
Hogar_1023,Pyme,1212,68,No,Baja,Electricidad,Otros,256.4,No,15,7,Moderado
Hogar_1024,Pyme,44,46,Si,Media,Electricidad,Solar,297.7,No,20,45,Moderado
Hogar_1025,Pyme,1419,115,Si,Baja,Electricidad,Solar,768.8,Si,22,45,Ineficiente
Hogar_1026,Departamento,289,29,No,Baja,Electricidad,Electricidad,428.2,No,23,85,Moderado
Hogar_1027,Pyme,819,24,No,Media,Solar,Solar,819.5,Si,13,65,Moderado
Hogar_1028,Comercio,138,111,Si,Alta,Solar,Solar,785.1,No,3,94,Moderado
Hogar_1029,Casa,1537,24,Si,Media,Electricidad,Solar,929.6,Si,17,19,Moderado
Hogar_1030,Comercio,1376,73,No,Media,Electricidad,Electricidad,756.8,Si,9,47,Ineficiente
Hogar_1031,Casa,567,57,Si,Media,Electricidad,Electricidad,52.9,No,17,46,Moderado
Hogar_1032,Departamento,672,93,No,Baja,Solar,Otros,837.4,Si,11,29,Moderado
Hogar_1033,Casa,604,118,No,Muy Alta,Solar,Solar,938.1,Si,18,99,Moderado
Hogar_1034,Casa,1114,126,Si,Media,Electricidad,Solar,993.7,No,7,84,Moderado
Hogar_1035,Casa,1341,24,Si,Muy Alta,Solar,Solar,126.1,No,0,100,Eficiente
Hogar_1036,Comercio,50,77,No,Baja,Solar,Electricidad,613.7,Si,13,61,Moderado
Hogar_1037,Casa,1598,98,No,Baja,Otros,Solar,200.3,No,22,65,Eficiente
Hogar_1038,Comercio,26,115,No,Alta,Otros,Electricidad,263.2,No,5,23,Eficiente
Hogar_1039,Casa,936,47,Si,Media,Electricidad,Solar,745.8,No,13,95,Moderado
Hogar_1040,Casa,1598,9,Si,Baja,Electricidad,Otros,977.7,Si,1,51,Ineficiente
Hogar_1041,Departamento,166,98,No,Baja,Electricidad,Solar,595.3,No,8,63,Moderado
Hogar_1042,Comercio,1793,10,No,Alta,Solar,Electricidad,850.7,No,11,99,Moderado
Hogar_1043,Casa,673,84,Si,Media,Otros,Electricidad,9.9,No,4,22,Eficiente
Hogar_1044,Departamento,1950,148,No,Media,Solar,Solar,37.6,Si,1,71,Eficiente
Hogar_1045,Pyme,213,134,Si,Baja,Electricidad,Otros,597.1,No,18,33,Moderado
Hogar_1046,Departamento,1177,125,Si,Media,Electricidad,Solar,389.6,Si,6,100,Moderado
Hogar_1047,Casa,226,63,Si,Muy Alta,Electricidad,Solar,889.9,No,6,44,Moderado
Hogar_1048,Casa,1176,1,Si,Baja,Electricidad,Electricidad,302.7,No,9,7,Moderado
Hogar_1049,Pyme,282,75,No,Media,Solar,Solar,432.6,Si,16,91,Moderado
Hogar_1050,Casa,1725,120,No,Alta,Electricidad,Solar,528.4,Si,13,2,Moderado
Hogar_1051,Pyme,572,41,No,Baja,Electricidad,Otros,273.8,Si,10,17,Moderado
Hogar_1052,Departamento,219,53,No,Media,Solar,Electricidad,908.6,No,19,65,Moderado
Hogar_1053,Pyme,728,74,Si,Media,Electricidad,Solar,465.1,Si,5,58,Moderado
Hogar_1054,Comercio,1153,15,Si,Media,Electricidad,Electricidad,424.7,No,7,30,Moderado
Hogar_1055,Pyme,1584,17,Si,Media,Electricidad,Solar,849.9,No,18,86,Ineficiente
Hogar_1056,Departamento,1314,89,Si,Media,Otros,Otros,312.7,No,18,92,Moderado
Hogar_1057,Comercio,827,143,No,Media,Solar,Electricidad,817.6,No,23,97,Moderado
Hogar_1058,Departamento,967,5,No,Media,Electricidad,Electricidad,123.2,Si,23,26,Moderado
Hogar_1059,Departamento,1433,107,No,Media,Solar,Solar,183.6,No,23,35,Eficiente
Hogar_1060,Departamento,1309,47,Si,Muy Baja,Electricidad,Solar,950.9,Si,16,63,Ineficiente
Hogar_1061,Pyme,439,41,Si,Media,Solar,Electricidad,842.6,Si,23,75,Ineficiente
Hogar_1062,Pyme,1407,75,No,Muy Alta,Solar,Electricidad,388.5,Si,23,71,Moderado
Hogar_1063,Comercio,1124,76,Si,Media,Otros,Solar,638.8,No,17,28,Moderado
Hogar_1064,Departamento,1404,131,No,Alta,Solar,Otros,943.0,No,11,25,Moderado
Hogar_1065,Departamento,1633,129,No,Media,Otros,Electricidad,212.6,Si,8,61,Moderado
Hogar_1066,Comercio,1820,58,Si,Alta,Otros,Otros,60.0,No,22,31,Eficiente
Hogar_1067,Casa,935,26,No,Muy Alta,Otros,Electricidad,537.9,No,23,54,Moderado
Hogar_1068,Casa,213,78,No,Baja,Solar,Electricidad,143.5,Si,15,67,Moderado
Hogar_1069,Departamento,1734,71,Si,Media,Electricidad,Electricidad,188.1,No,17,97,Moderado
Hogar_1070,Casa,1339,6,No,Media,Electricidad,Otros,891.6,Si,15,51,Moderado
Hogar_1071,Casa,70,110,Si,Media,Electricidad,Electricidad,8.4,Si,15,58,Moderado
Hogar_1072,Casa,1622,118,Si,Baja,Electricidad,Solar,817.0,No,3,34,Moderado
Hogar_1073,Casa,108,62,No,Alta,Solar,Solar,517.4,Si,22,59,Eficiente
Hogar_1074,Casa,1172,123,No,Muy Baja,Solar,Otros,559.7,Si,21,21,Moderado
Hogar_1075,Pyme,383,11,Si,Media,Otros,Otros,672.1,No,6,56,Moderado
Hogar_1076,Departamento,1577,140,Si,Media,Electricidad,Solar,432.0,No,0,37,Moderado
Hogar_1077,Departamento,1115,42,No,Baja,Electricidad,Otros,116.5,No,23,64,Moderado
Hogar_1078,Comercio,961,16,No,Muy Alta,Solar,Solar,103.7,Si,22,19,Eficiente
Hogar_1079,Casa,1706,62,No,Alta,Electricidad,Otros,754.6,Si,19,85,Ineficiente
Hogar_1080,Pyme,400,119,Si,Media,Electricidad,Electricidad,221.8,No,0,78,Moderado
Hogar_1081,Comercio,187,35,No,Media,Otros,Electricidad,29.1,Si,7,74,Moderado
Hogar_1082,Casa,1795,7,Si,Baja,Solar,Solar,979.6,Si,22,53,Moderado
Hogar_1083,Departamento,1429,68,No,Alta,Electricidad,Electricidad,980.4,Si,7,71,Ineficiente
Hogar_1084,Pyme,1705,89,Si,Baja,Otros,Electricidad,378.8,No,9,93,Ineficiente
Hogar_1085,Pyme,1407,35,No,Media,Solar,Solar,26.5,Si,0,63,Eficiente
Hogar_1086,Departamento,1237,27,Si,Alta,Solar,Electricidad,727.5,Si,20,62,Ineficiente
Hogar_1087,Departamento,347,117,No,Baja,Otros,Solar,831.2,Si,24,72,Ineficiente
Hogar_1088,Casa,475,92,Si,Alta,Electricidad,Electricidad,125.9,Si,20,77,Moderado
Hogar_1089,Pyme,1523,75,Si,Muy Baja,Solar,Otros,136.3,Si,13,19,Moderado
Hogar_1090,Casa,1062,100,No,Muy Alta,Electricidad,Otros,822.4,Si,13,75,Moderado
Hogar_1091,Pyme,209,150,No,Muy Baja,Electricidad,Otros,922.0,Si,9,2,Ineficiente
Hogar_1092,Departamento,136,143,No,Media,Otros,Electricidad,791.0,Si,18,6,Ineficiente
Hogar_1093,Departamento,1976,13,Si,Baja,Solar,Solar,201.5,Si,24,29,Moderado
Hogar_1094,Departamento,533,70,No,Alta,Solar,Otros,412.1,Si,15,41,Moderado
Hogar_1095,Casa,1339,123,No,Media,Otros,Otros,601.2,Si,8,51,Moderado
Hogar_1096,Casa,320,124,Si,Baja,Otros,Solar,161.1,Si,19,5,Moderado
Hogar_1097,Casa,1500,36,Si,Media,Otros,Electricidad,211.4,Si,15,41,Moderado
Hogar_1098,Casa,929,28,No,Media,Solar,Solar,283.6,Si,19,62,Eficiente
Hogar_1099,Comercio,1264,142,No,Media,Electricidad,Solar,510.0,No,7,30,Eficiente
Hogar_1100,Departamento,999,18,No,Muy Alta,Electricidad,Electricidad,511.3,Si,6,62,Moderado
Hogar_1101,Casa,657,105,No,Media,Electricidad,Solar,814.5,No,10,100,Moderado
Hogar_1102,Pyme,1943,20,No,Baja,Electricidad,Otros,753.3,Si,20,27,Ineficiente
Hogar_1103,Pyme,1616,63,Si,Muy Baja,Solar,Solar,913.8,Si,5,50,Ineficiente
Hogar_1104,Pyme,1076,26,No,Media,Solar,Solar,833.1,No,14,82,Moderado
Hogar_1105,Pyme,1679,54,No,Media,Otros,Solar,254.6,Si,18,52,Moderado
Hogar_1106,Casa,758,28,Si,Media,Solar,Otros,332.0,Si,13,49,Eficiente
Hogar_1107,Departamento,1280,147,No,Baja,Solar,Solar,500.9,No,14,62,Eficiente
Hogar_1108,Comercio,1614,24,Si,Media,Electricidad,Solar,15.3,Si,5,100,Moderado
Hogar_1109,Comercio,1856,69,No,Muy Alta,Electricidad,Solar,904.0,Si,23,60,Moderado
Hogar_1110,Casa,346,62,Si,Baja,Electricidad,Solar,45.3,Si,9,80,Moderado
